"site" "date" "period" "season" "Albulichthys.albuloides" "Amblyrhynchichthys.truncatus" "Anabas.testudineus" "Barbonymus.altus" "Barbonymus.gonionotus" "Belodontichthys.truncatus" "Boesemania.microlepis" "Channa.micropeltes" "Channa.striata" "Chitala.ornata" "Cirrhinus.microlepis" "Clarias.batrachus" "Clarias.macrocephalus" "Clarias.meladerma" "Coilia.macrognathos" "Cosmochilus.harmandi" "Cyclocheilichthys.armatus" "Cyclocheilichthys.enoplos" "Cyclocheilichthys.repasson" "Cyclocheilos.furcatus" "Cynoglossus.microlepis" "Gyrinocheilus.pennocki" "Hampala.dispar" "Hampala.macrolepidota" "Hemibagrus.spilopterus" "Henicorhynchus.lobatus" "Henicorhynchus.siamensis" "Hypsibarbus.lagleri" "Labeo.chrysophekadion" "Labeo.dyocheilus" "Labiobarbus.leptocheilus" "Labiobarbus.lineatus" "Labiobarbus.siamensis" "Leptobarbus.hoevenii" "Luciosoma.bleekeri" "Lycothrissa.crocodilus" "Macrognathus.siamensis" "Mystus.albolineatus" "Mystus.atrifasciatus" "Mystus.bocourti" "Mystus.mysticetus" "Mystus.singaringan" "Notopterus.notopterus" "Ompok.bimaculatus" "Osteochilus.melanopleurus" "Osteochilus.schlegeli" "Osteochilus.vittatus" "Oxyeleotris.marmorata" "Pangasianodon.hypophthalmus" "Pangasius.djambal" "Pangasius.larnaudii" "Pangasius.macronema" "Pangasius.spp" "Pao.leiurus" "Parachela.siamensis" "Paralaubuca.typus" "Parambassis.wolffii" "Phalacronotus.apogon" "Phalacronotus.bleekeri" "Phalacronotus.micronemus" "Polynemus.dubius" "Poropuntius.deauratus" "Pristolepis.fasciata" "Probarbus.jullieni" "Probarbus.labeamajor" "Puntioplites.proctozysron" "Puntius.brevis" "Rasbora.tornieri" "Syncrossus.helodes" "Systomus.rubripinnis" "Thynnichthys.thynnoides" "Toxotes.microlepis" "Trichopodus.microlepis" "Trichopodus.pectoralis" "Trichopodus.trichopterus" "Wallago.attu" "Xenentodon.cancila" "Yasuhikotakia.modesta"
"120" "bb" "2014-04-13" "Low" "dry" 0 0 14.9285714285714 0 17.4360902985714 0 0 0 19.4548872428571 0 0 2.28571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.28571428571429 0 22.0526316285714 0 0 0 0 0 0 8.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.71428571428571 0 0 0 0 0 0 7.07142857142857 5.85714285714286 934 0 0 0
"121" "bb" "2014-04-20" "Low" "dry" 0 0 7 0 37.6666666666667 0 0 0 14.6666666666667 0 0 0 0 4.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18.6666666666667 0 27.6666666666667 9.33333333333333 0 0 8.66666666666667 4.66666666666667 0 4.66666666666667 0 0 0 0 0 0 0 0 0 0 0 0 4.66666666666667 0 0 0 0 0 0 0 0 0 0 0 1106.33333333333 0 0 0
"122" "bb" "2014-04-27" "Low" "dry" 0 0 5.582278438 0 32.3333333333333 0 0 0 23.5267229566667 0 0 1.16666666666667 0 5.082278438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.582278438 0 0 0 0 0 0 6.70270266833333 0 37.9444445183333 4.94444451833333 0 0 5.405405335 68.8312235433333 0 5.55555559233333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.5 0 0 0 0 0 0 0 16.3867792466667 1229.70270016667 0 0 0
"123" "bb" "2014-05-04" "Low" "dry" 0 0 10.8571428571429 0 12.8571428571429 1.57142857142857 0 0 24.3571428571429 0 0 5.52380952428571 1 2.14285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55.9999999314286 1.07142857142857 0 0 0 0 0 0 368.12857134 0 50.5238095242857 0 0 0 17.5939850042857 5.64285714285714 4.28571428571429 0 0 0 0 0 0 0 1.61904761857143 0 0 0 0 0 5.42857142857143 0 0 7.42857142857143 0 0 0 0 0 0 224.628572091429 1.61904761857143 761.524813565714 0 0 0
"124" "bb" "2014-05-11" "Low" "dry" 0 0 10.7857142857143 0 0 0 0 0 15.4062048585714 0 0 7.42857142857143 2.21428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109.714285714286 0 0 0 0 0 0 0 120.571428571429 0 28.6204905728571 0 0 0 0 3.71428571428571 4 0 5.16738814428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 256.571428571429 6.14285714285714 256.428571428571 0 0 0
"125" "bb" "2014-05-18" "Low" "dry" 0 0 9.14285714285714 0 0 0 0 2.14285714285714 24.7142857142857 0 0 0 3.71428571428571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71.8571428571429 0 0 0 0 0 0 0 92.8571428571429 0 31.2857142857143 0 0 140.714285714286 0 0 6.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 1.85714285714286 0 0 0 0 0 0 0 0 0 162.428571428571 4.85714285714286 429.571428571429 0 0 0
"126" "bb" "2014-05-25" "Low" "dry" 0 0 17.8571428571429 0 0 5.14285714285714 0 1.85714285714286 23.4285714285714 0 0 4 4.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70.2857142857143 0 0 0 0 0 0 0 80.2857142857143 0 43.1428571428571 0 0 90 0 0 2.42857142857143 0 7.14285714285714 0 0 0 0 0 2.42857142857143 0 0 0 0 0 13.4285714285714 0 0 1.71428571428571 0 0 0 0 0 0 167.857142857143 11.5714285714286 311.714285714286 0 0 0
"127" "bb" "2014-06-01" "Low" "dry" 8 0 24.8333333333333 0 0 13.5 0 2.83333333333333 22.6666666666667 0 0 5.66666666666667 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 16 87 0 0 0 0 0 0 0 135 0 45.1666666666667 0 0 62 10 2.33333333333333 5.66666666666667 0 2.16666666666667 0 0 0 0 0 4 0 0 0 0 0 9.16666666666667 0 0 0 0 0 0 0 0 0 51.3333333333333 4.66666666666667 242.5 0 0 0
"128" "bb" "2014-06-08" "Low" "dry" 18.8571428571429 0 5.42857142857143 0 8.57142857142857 0 0 1.71428571428571 11.1428571428571 0 0 3.71428571428571 6.85714285714286 0 21.66366176 0 20.1428571428571 0 0 0 12.5922331885714 0 0 0 0 0 30.5 0 0 0 0 123.405686971429 0 0 0 8.36407773 6.92857142857143 0 0 0 200.018724771429 0 31.2857142857143 0 0 0 117.456310918571 0 1.42857142857143 0 0 0 0 0 0 0 11.1428571428571 0 0 0 17.1775315057143 0 0 0 0 1.85714285714286 0 0 4.14285714285714 0 0 0 0 2.85714285714286 0 0 0 10.3065189028571
"129" "bb" "2014-06-15" "Low" "wet" 33.2857142857143 0 36.6785713714286 0 0 24.9047619042857 0 6.83928568857143 58.1369046857143 0 0 0 29.5714285714286 0 25.5714285714286 0 29.1428571428571 0 0 0 4 0 3.39285709285714 0 0 0 29.2857142857143 0 0 0 0 125.714285714286 0 10.2321427814286 0 0 2.42857142857143 0 0 12.8035713528571 135.714285714286 0 62.4761904714286 0 0 0 107.714285714286 33.2857142857143 8.85714285714286 0 0 0 0 0 0 0 19.7142857142857 0 0 0 4.28571428571429 0 19.4285714285714 0 0 0 0 0 0 0 0 0 97.4285714285714 6.14285714285714 5.71428571428571 0 0 0
"130" "bb" "2014-06-22" "Ris" "dry" 58.7142857142857 0 0 0 0 2 0 0 17 0 0 0 12.4285714285714 0 72.4285714285714 0 1.28571428571429 0 0 0 19.5714285714286 0 0 0 0 0 10.7142857142857 0 0 0 0 191.428571428571 0 10.4285714285714 0 9.71428571428571 6.71428571428571 0 0 0 257.642857142857 0 5.85714285714286 0 0 0 120.214285714286 7.85714285714286 0 0 0 0 0 0 0 0 31.1428571428571 0 0 0 22.7142857142857 0 14.7142857142857 0 0 2 0 0 9.14285714285714 0 0 0 0 0 0 0 0 0
"131" "bb" "2014-06-29" "Ris" "dry" 51.3228801142857 0 0 0 0 9.28571428571429 0 0 17.7142857142857 0 0 0 5.85714285714286 0 98.73403015 0 52.1545186571429 0 0 0 24.5714285714286 0 0 0 0 0 74.1049560271429 0 0 0 0 326.802672828571 0 5.57142857142857 0 17.1428571428571 13.0197444357143 0 0 0 384.115811371429 0 31.5714285714286 0 0 0 226.205669057143 16 7 0 0 0 0 0 0 0 38.6109174442857 0 0 0 10.73403015 0 11.2857142857143 0 0 2 0 0 14.7955865042857 0 0 0 0 0 0 0 0 4.28571428571429
"132" "bb" "2014-07-06" "Ris" "dry" 53.0476193628571 0 13 0 16.2857142857143 0 0 0 8.85714285714286 0 0 2 5.14285714285714 0 70.0000001885714 0 0 0 0 0 24.6190477457143 0 0 2.85714285714286 22 0 0 0 0 0 0 60.0000003714286 0 2.28571428571429 0 44.9523810157143 5.14285714285714 0 0 0 61.7142857142857 151.142857714286 14.5714285714286 4.28571428571429 0 0 10.2857142857143 4.57142857142857 0 2.28571428571429 0 0 0 0 0 0 39.0000001885714 14.7142857142857 0 0 53.3809526328571 0 18.4285714285714 0 0 71.8571428571429 0 0 29.8571428571429 0 0 0 0 1.28571428571429 0 0 0 0
"133" "bb" "2014-07-13" "Ris" "dry" 25.4285714285714 0 10.4473304285714 0 30.8571428571429 0 0 0 4.018759 0 0 0 4.42857142857143 0 89 0 0 0 0 0 25.1428571428571 0 0 1.71428571428571 18.5714285714286 0 0 0 0 0 0 33.7142857142857 0 0 0 60.2857142857143 0 0 0 0 0 187.714285714286 0 6.018759 0 0 0 0 0 0 0 0 0 0 0 0 45.1428571428571 14.4285714285714 4.42857142857143 0 83.1428571428571 0 4.42857142857143 0 0 62.1428571428571 0 0 40.7142857142857 0 0 0 0 6.30447328571429 0 0 0 0
"134" "bb" "2014-07-20" "Ris" "wet" 16.7142857142857 0 7 0 44.1428571428571 0 0 0 6.85714285714286 0 2.28571428571429 0 0 0 62.4285714285714 0 0 0 0 0 17.7142857142857 0 0 0 24.5714285714286 0 0 0 0 0 0 23.7142857142857 0 0 0 42.1428571428571 0 0 0 0 0 125.142857142857 4.42857142857143 10.8571428571429 0 0 0 0 0 5.85714285714286 0 0 0 0 0 0 39 15.7142857142857 2.28571428571429 0 59.2857142857143 0 2.14285714285714 0 0 43.8571428571429 0 0 22.4285714285714 0 0 0 0 10.8571428571429 0 0 0 0
"135" "bb" "2014-07-27" "Ris" "wet" 23.5714285714286 0 11.4285714285714 0 18 0 0 0 13.7142857142857 0 0 0 5.28571428571429 0 51.5714285714286 0 0 0 0 0 9.14285714285714 0 0 0 24.8571428571429 0 0 0 0 0 0 21.8571428571429 0 0 0 61.5714285714286 0 0 0 0 0 139.428571428571 14 4 0 0 0 0 0 0 0 0 0 0 0 0 42.1428571428571 8.28571428571429 2.28571428571429 0 57.2857142857143 0 6 0 0 77.1428571428571 0 0 26.5714285714286 0 0 0 0 1.42857142857143 0 0 0 0
"136" "bb" "2014-08-03" "Ris" "wet" 42.7142857142857 0 0 0 40.1428571428571 0 0 0 8.57142857142857 0 0 0 6.85714285714286 0 58.8571428571429 0 0 0 0 0 20.5714285714286 0 0 0 22 0 0 0 0 0 0 46.7142857142857 0 4.85714285714286 0 53 0 0 0 0 0 163.285714285714 15.4285714285714 4 0 0 0 0 0 11.5714285714286 0 0 0 0 0 0 42 18.1428571428571 3.42857142857143 0 72.5714285714286 0 11.2857142857143 0 0 59.5714285714286 0 0 26 0 0 0 6.71428571428571 0 0 0 0 0
"137" "bb" "2014-08-10" "Ris" "wet" 28.0634918114286 0 6.85714285714286 0 44.7142857142857 0 0 0 19.2857142857143 0 0 0 10.1428571428571 0 85.8677244471429 0 0 0 0 0 21.8306877471429 0 0 1.85714285714286 22.5714285714286 0 0 0 0 0 0 70.5555550514286 0 7.42857142857143 0 64.4656081285714 0 0 0 0 0 194.851850928571 20 5.14285714285714 0 0 0 7.14285714285714 0 10.2857142857143 0 0 0 0 0 0 39.1798938428571 18.1428571428571 0 0 78.1798938428571 0 4 0 0 68.5714285714286 0 0 22.7513224142857 0 0 0 13.1428571428571 9.42857142857143 0 0 0 0
"138" "bb" "2014-08-17" "Ris" "wet" 29.1428571428571 0 20.1428571428571 0 19.7142857142857 0 0 0 13.7142857142857 0 0 0 6.85714285714286 0 60.5714285714286 0 0 0 0 0 4.42857142857143 0 0 2 31.8571428571429 0 0 0 4.85714285714286 0 0 35.7142857142857 0 6.85714285714286 0 55 0 0 0 0 0 124 20.2857142857143 2 0 0 0 10.5714285714286 0 6.57142857142857 0 0 0 0 0 0 34 15.8571428571429 0 0 57.5714285714286 0 8.57142857142857 0 0 70.2857142857143 0 0 17.4285714285714 0 0 0 4.28571428571429 6.71428571428571 0 0 0 0
"139" "bb" "2014-08-24" "Ris" "wet" 45.4285714285714 0 7.71428571428571 0 21.5714285714286 0 0 0 18.8571428571429 0 0 0 4.42857142857143 0 85 0 0 0 0 0 17.1428571428571 0 0 2 18.2857142857143 0 0 0 0 0 0 58 0 6.57142857142857 0 71.2857142857143 0 0 0 0 0 173.285714285714 19.1428571428571 10.1428571428571 0 0 0 18.8571428571429 0 4 0 0 0 0 0 0 46.2857142857143 14.1428571428571 0 0 75.5714285714286 0 8 0 0 57.5714285714286 0 0 14.8571428571429 0 0 0 0 0 0 0 0 0
"140" "bb" "2014-08-31" "Ris" "wet" 23.4285714285714 0 6.71428571428571 0 26.8571428571429 0 0 0 16.2723629414286 0 0 0 0 0 50.4285714285714 0 0 0 0 0 11.7142857142857 0 0 4.42857142857143 22.5714285714286 0 0 0 0 0 0 35.2857142857143 0 0 0 37.5714285714286 0 0 0 0 0 97.7142857142857 8.57142857142857 11.9799729842857 0 0 0 10.1361814714286 0 10.1295057985714 0 0 0 0 0 0 22 17.8571428571429 0 0 48.1428571428571 0 3.99332432857143 0 0 89.8571428571429 0 0 14 0 0 0 0 0 0 0 0 0
"141" "bb" "2014-09-07" "Hig" "wet" 52 0 8.57142857142857 0 55.7142857142857 0 0 0 22 0 0 0 10.5714285714286 0 91.4285714285714 0 0 0 0 0 14 0 0 3.85714285714286 30.1428571428571 0 0 0 0 0 0 55.5714285714286 0 6.42857142857143 0 78.2857142857143 0 0 0 0 0 181.142857142857 16.8571428571429 2 0 0 0 5.57142857142857 0 4 0 0 0 0 0 0 33.8571428571429 22.5714285714286 0 0 71.2857142857143 0 7.14285714285714 0 0 87.4285714285714 0 0 29.8571428571429 0 0 0 8.28571428571429 3.42857142857143 0 0 0 0
"142" "bb" "2014-09-14" "Hig" "wet" 61.4285714285714 0 0 0 41.8571428571429 0 0 0 0 0 0 0 0 0 80.4285714285714 0 0 0 0 0 16.7142857142857 0 0 2 31.1428571428571 0 0 0 0 0 0 68.4285714285714 0 0 0 69 0 0 0 0 0 192.857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47.5714285714286 26.5714285714286 0 0 73.1428571428571 0 0 0 0 136.285714285714 0 0 26.5714285714286 0 0 0 0 0 0 0 0 0
"143" "bb" "2014-09-21" "Hig" "wet" 68.2135785685714 0 5.85714285714286 0 36.2857142857143 0 0 0 3.71428571428571 0 0 2.14285714285714 0 0 94.1173976142857 0 0 0 0 0 12.40452619 0 0 4.71428571428571 29 0 0 0 0 0 0 66.18953333 0 0 0 82.7128714285714 0 0 0 0 0 194.973126185714 2 3.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 29.1188119042857 22.5714285714286 0 0 80.8797738057143 0 2.14285714285714 0 0 131.714285714286 0 0 24.1188119042857 0 0 0 0 1.71428571428571 0 0 0 0
"144" "bb" "2014-09-28" "Hig" "wet" 33.1666666666667 0 5.16666666666667 0 41.3333333333333 0 0 0 9.83333333333333 0 0 0 2.16666666666667 0 51.8333333333333 0 0 0 0 0 5.66666666666667 0 0 0 18.5 0 0 0 0 0 0 34.6666666666667 0 0 0 38.5 0 0 0 0 0 91.5 2.16666666666667 7.66666666666667 0 0 0 0 0 3.33333333333333 0 0 0 0 0 0 21.8333333333333 16 0 0 38 0 2.16666666666667 0 0 35.1666666666667 0 0 13.8333333333333 0 0 0 0 9.16666666666667 0 0 0 0
"145" "bb" "2014-10-05" "Hig" "wet" 20 0 3.42857142857143 0 8 0 0 0 60.7142857142857 0 0 6.57142857142857 19.2857142857143 0 24.4285714285714 0 0 0 0 0 4.42857142857143 0 0 0 4 727.269591485714 62.2142849857143 0 0 0 0 20 0 15.5714285714286 0 17.5714285714286 0 0 0 0 73.5238087142857 51 21.8571428571429 5.42857142857143 0 0 40.3095232471429 15.1428571428571 0 24.8571428571429 0 0 0 0 0 550.936672614286 11.1428571428571 2 0 0 22 0 10.5714285714286 0 0 17.4285714285714 0 0 0 0 0 0 447.333330757143 13.1428571428571 180.595237042857 0 0 0
"146" "bb" "2014-10-12" "Hig" "wet" 0 0 8.33333333333333 0 25.7835048766667 0 0 0 19.3333333333333 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 724.166666666667 52.6666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 14 0 18 12.6666666666667 0 0 67.5 23.058419105 0 15.8917524383333 0 0 0 0 4.66666666666667 351.333333333333 0 0 0 0 0 0 29.8917524383333 0 0 39.9587621833333 0 0 0 0 0 0 471.333333333333 0 80 6 0 0
"147" "bb" "2014-10-19" "Hig" "wet" 0 0 21.58139528 0 18.8571428571429 0 0 0 29.1528238514286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 691.428571428571 79.7142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 99.1428571428571 0 0 23.0764119257143 0 0 9.14285714285714 19.9335547828571 0 24.1428571428571 0 0 0 0 0 455.285714285714 0 0 0 0 0 0 14.5714285714286 0 0 17.4285714285714 0 0 0 0 0 0 431.571428571429 9.79069764 282.857142857143 2.07641192571429 0 0
"148" "bb" "2014-10-26" "Hig" "wet" 0 0 27.4285714285714 0 24.8571428571429 0 0 0 30.7142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.71428571428571 608.285714285714 44.5714285714286 0 6.42857142857143 0 0 0 16 0 0 0 0 0 0 0 198.571428571429 0 14.7142857142857 0 0 0 45.4285714285714 4 0 21.8571428571429 0 0 0 0 0 338 0 0 0 0 0 0 8 0 0 31.1428571428571 0 0 0 0 0 0 338.571428571429 18 308.285714285714 0 0 0
"149" "bb" "2014-11-02" "Hig" "wet" 0 0 8.33333333333333 0 7.33333333333333 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 510 62.0487807533333 0 8.33333333333333 0 0 0 6.66666666666667 0 0 0 0 0 0 0 206.833333333333 0 0 0 0 0 52.3333333333333 15.6666666666667 0 8.33333333333333 0 0 0 0 0 300.333333333333 0 0 0 0 0 0 10.3333333333333 0 0 43.3333333333333 0 0 0 0 0 0 978.788621833333 20.3333333333333 776.430897 0 0 0
"150" "bb" "2014-11-09" "Hig" "wet" 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 4.33333333333333 3.83333333333333 0 0 0 0 0 0 0 0 10 0 0 0 0 0 30.55555555 0 0 0 0 0 0 0 43.5 0 0 2.77777777833333 0 0 70.3333333333333 2.77777777833333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2051.88888883333 0 1704.16666666667 0 0 0
"151" "bb" "2014-11-16" "Hig" "wet" 0 0 17.8571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 7.14285714285714 32.1428571428571 0 0 0 0 0 0 0 0 22.2857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 53.7142857142857 0 0 14.2857142857143 0 0 123.857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.14285714285714 0 0 0 0 0 0 0 0 0 1974.15743057143 0 1896.478132 0 0 0
"152" "bb" "2014-11-23" "Hig" "wet" 0 0 7.14285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 19.8571428571429 0 0 0 0 0 28.8095238142857 0 0 0 0 0 0 0 69.5714285714286 0 0 3.61904761857143 0 0 90.9523809571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.5714285714286 0 0 14.2857142857143 0 0 0 0 0 0 1734.04761904286 0 1743.952381 0 0 0
"153" "bb" "2014-11-30" "Hig" "wet" 0 0 2.85714285714286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.7142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 58.5800341985714 0 0 0 0 0 67.5450488114286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8571428571429 0 0 0 0 0 0 1657.84527214286 0 1450.40712 0 0 0
"154" "bb" "2014-12-07" "Rec" "wet" 0 0 123.282674784286 0 0 0 0 0 0 0 0 0 0 0 0 0 34.2857142857143 0 0 0 0 0 4 0 0 0 141.428571428571 0 4 0 0 0 52.8571428571429 0 0 0 0 0 0 0 333.966565485714 0 4 14.5714285714286 0 0 597.392097414286 7.71428571428571 0 0 0 0 0 0 0 0 0 4 0 0 0 0 15.4285714285714 0 0 0 0 0 0 0 0 0 4859.02431657143 0 3998.51063854286 0 0 0
"155" "bb" "2014-12-14" "Rec" "wet" 0 0 35.8571428571429 0 11 0 0 0 28.5714285714286 0 0 0 0 0 0 0 0 6.42857142857143 0 0 0 0 0 0 27.8571428571429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 278.428571428571 0 16.7142857142857 0 0 0 300.142857142857 0 0 0 0 0 0 0 0 0 0 11.8571428571429 0 0 0 0 6.42857142857143 0 0 10.7142857142857 0 0 0 0 0 0 928.285714285714 0 537.285714285714 0 0 0
"156" "bb" "2014-12-21" "Rec" "wet" 0 0 28 0 10.5714285714286 0 0 0 0 0 0 0 10.2857142857143 0 0 0 0 0 0 0 0 0 0 0 11.7142857142857 0 0 0 9.28571428571429 0 0 0 0 0 0 0 0 0 0 0 311.142857142857 0 6.42857142857143 71.4285714285714 7.42857142857143 0 387 0 10.4285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 11.4285714285714 0 0 3.85714285714286 0 0 0 0 0 0 1074.14285714286 10.2857142857143 675 0 0 0
"157" "bb" "2014-12-28" "Rec" "wet" 0 0 10 0 0 0 0 0 12.8571428571429 0 10 0 9.42857142857143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 281.428571428571 0 5.28571428571429 0 0 0 334.714285714286 0 7.57142857142857 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 8.14285714285714 0 0 0 0 0 0 1129.14285714286 10.8571428571429 641.142857142857 0 0 0
"158" "bb" "2015-01-04" "Rec" "wet" 0 0 6.14285714285714 0 0 0 0 0 7.71428571428571 0 5.28571428571429 0 14.2857142857143 0 0 0 0 10.8571428571429 6.49606309 0 0 0 0 0 0 1068.20524714286 61.09294627 0 0 0 0 0 922.870679654286 0 0 0 0 0 0 0 938.491964828571 6.30630622571429 17.8571428571429 12.5714285714286 5 0 1136.34439779714 0 10.2857142857143 0 0 0 0 0 0 0 0 3.14285714285714 0 0 0 0 14.5714285714286 0 0 0 0 0 0 0 43.5829623242857 0 667.35847143 0 556.508075971429 0 1.66112961714286 0
"159" "bb" "2015-01-11" "Rec" "dry" 0 0 3.42857142857143 0 8.28571428571429 0 0 0 3.85714285714286 0 0 0 3.42857142857143 0 0 0 0 11.7142857142857 0 0 0 0 0 0 16 893.571428571429 179.311484114286 0 3.61904761857143 0 0 0 1357.38094878571 0 0 0 0 0 0 0 579.354482185714 102.717536244286 11.0952380957143 0 0 0 1294.62570961429 0 3.42857142857143 0 0 0 0 0 0 0 0 11.7142857142857 0 0 0 0 3.85714285714286 0 0 7.85714285714286 0 0 0 0 747.502649671429 0 301.426336757143 4.42857142857143 680.4951411 0 0 0
"160" "bb" "2015-01-18" "Rec" "dry" 0 0 0 0 42.3333333333333 0 0 0 15.1666666666667 0 0 0 0 0 0 0 0 10.8333333333333 83.17226415 0 0 0 0 0 15.6666666666667 1355 137.71644985 0 11.5 0 0 0 880.937792633333 0 0 0 0 0 0 0 757.69041045 12.0107960816667 23.1666666666667 0 0 0 539.879912516667 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 6.66666666666667 0 0 15 0 0 0 0 900.186078066667 0 440.242148833333 0 827.076729333333 0 0 0
"161" "bb" "2015-01-25" "Rec" "dry" 0 0 11.8901098901429 0 0.318681318714286 0 0 0 0 0 0 0 5.42857142857143 0 0 0 0 0 59.5789475857143 0 0 0 0 0 6.46153846157143 1876.12452428571 193.004684085714 0 16.5714285714286 0 0 0 1286.33971145714 0 0 0 0 0 0 0 842.296377785714 55.0193043142857 6.14285714285714 10.5714285714286 5.57142857142857 0 363.924969042857 0 10.5714285714286 0 0 0 0 0 0 0 0 0.637362637428571 0 0 0 0 11.7142857142857 0 0 11.5714285714286 0 0 0 0 257.907635185714 0 510.458201785714 0 1177.2072655 0 0 0
"162" "bb" "2015-02-01" "Rec" "dry" 0 0 6.14285714285714 0 14.4285714285714 0 0 0 11 0 0 2.85714285714286 0 0 0 0 3.14285714285714 22 0 0 0 0 0 0 15 702.142857142857 149.584419985714 0 0 0 0 0 468.471054957143 0 0 0 0 0 0 0 473.229814642857 14.0935296685714 0 0 15 0 629.415996771429 0 10.1428571428571 0 0 0 0 0 0 0 0 13.5714285714286 0 0 0 0 0 0 0 15.5714285714286 0 0 0 0 45.2261304428571 0 266.313540842857 0 1094.04387071429 0 0 0
"163" "bb" "2015-02-08" "Rec" "dry" 0 0 11.2857142857143 0 63 0 0 18.7857142214286 47.5714284442857 0 0 28.9999999042857 3.57142857142857 0 0 0 0 2.28571428571429 213.875051914286 0 0 0 0 3.42857142857143 9.85714285714286 0 97.4923032714286 0 6.71428571428571 0 0 0 123.710683871429 0 0 0 0 0 0 0 914.1775011 0 3.14285714285714 0 9.85714285714286 0 214.601091 1.5 9.42857142857143 0 0 0 0 0 0 0 0 2.28571428571429 0 0 0 0 0 0 0 46.5714284442857 0 0 0 0 13.0102043028571 0 503.556574214286 0 1188.86465328571 0 0 0
"164" "bb" "2015-02-15" "Rec" "dry" 0 0 3.42857142857143 0 42.7142857142857 0 0 5.42857142857143 37.2142857142857 0 0 17.4285714285714 0 0 0 0 0 0 112.600174942857 0 0 0 0 0 8.14285714285714 0 175.346785914286 0 2.14285714285714 0 0 0 190.954343714286 0 0 0 0 0 0 0 184.6758947 0 2.42857142857143 6.28571428571429 4.14285714285714 0 210.167751071429 0 6.28571428571429 0 0 0 0 0 0 0 0 6.85714285714286 0 0 0 0 6.42857142857143 0 0 19 0 0 0 0 106.1969768 0 532.483618928571 0 889.069944428571 0 0 0
"165" "bb" "2015-02-22" "Rec" "dry" 0 0 3.85714285714286 0 31.3333333328571 0 0 6.66116294 18.4053601114286 0 0 10.5897343685714 3.85714285714286 0 0 0 0 12 40.3007523857143 0 0 0 0 0 8.14285714285714 0 349.215343285714 0 10.8571428571429 0 0 0 298.128859157143 0 0 0 0 0 0 0 283.934580157143 0 15.80952381 0 0 0 349.478540285714 1.22038764671429 0 0 0 0 0 0 0 0 0 14.2380952385714 0 0 0 0 4.14285714285714 0 0 17.3571428571429 0 0 0 0 233.630048457143 0 564.719171385714 0 1430.121015 0 0 0
